	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.8ac062ee-be78-42a9-ad2f-ffd51a54aa32.fc.signal	5.41596	2.12263	1.85247	0.906708	0.274713	0.0251467	0.212982	2.82694	2.88645	3.01791	0.410407	0.0423871	2.53651	9.45289	3.69611	3.27955	6.16565	5.49948	9.90253	6.7693	3.33858	6.02204	3.63966	3.0492	3.39776	9.765	8.54477	7.40634	12.085	6.42751	6.17142	5.66224	3.67986	4.79338	5.42203	4.11719	1.13666	3.19438	3.50504	2.12712	2.61307	3.45443	1.89955	2.96193	4.87489	6.6072	9.04992	0.0866808
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004643.3.251ac38a-f30f-4eb1-8d54-f10f77bc7dd8.fc.signal	2.38604	2.2641	2.35193	1.2521	1.21802	1.73878	1.73272	2.08481	1.46267	1.64821	1.78949	1.79663	2.68361	2.87755	3.12441	3.45265	3.68423	3.89706	4.38652	2.74232	3.05846	2.30968	3.75456	5.65165	3.19352	6.06127	7.20112	5.23798	3.86754	3.73461	5.33557	4.81551	1.92339	2.03837	2.88423	1.91798	1.3949	1.22881	0.824851	0.909457	1.35228	1.99714	1.75141	2.22484	3.55794	3.34572	3.69561	0.330544
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000298.2.ce12d455-2495-4a8c-afeb-20e007471704.fc.signal	5.20911	6.99891	4.57394	2.71443	0.513793	1.07877	1.39446	2.72257	3.60117	3.46684	0.430034	2.63634	2.54681	7.29949	7.66597	11.5251	9.08164	7.33017	13.1443	13.6678	12.5572	10.7959	12.8826	8.77324	4.03517	8.93041	13.7894	19.206	16.8165	12.4525	11.845	7.6498	10.3061	7.51379	4.45392	4.44587	4.92206	5.76255	4.9436	4.93615	6.62642	4.54346	5.17991	7.54488	10.6966	14.9356	14.2057	0.804348
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.d0a3ffb9-3082-49ca-b6e4-071c93be50ea.fc.signal	3.03131	2.5935	2.55019	2.92388	4.4494	4.3506	4.05578	4.01899	3.74044	3.74308	2.39703	2.05593	3.23887	4.2655	5.68667	4.07371	3.19434	4.63828	5.62536	4.21984	3.64417	2.25971	3.49889	3.74558	3.45319	4.84589	4.78123	4.00396	4.97152	4.10745	3.75525	3.95415	2.78565	3.40177	2.91001	2.14024	1.8612	1.84288	1.3748	1.5574	2.10656	3.14342	3.12026	2.39198	3.93032	5.04712	3.3116	0.469588
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.8b374ea3-2377-4c12-8ea6-3142fba27eca.fc.signal	3.93822	3.19146	3.01123	2.26357	1.45512	1.10336	0.961472	2.21238	3.13637	2.08239	1.45392	0.771769	2.07172	4.25511	5.38004	6.73627	5.36947	5.93899	6.97416	7.75932	7.82514	8.15177	7.8465	7.62598	5.12946	6.65183	8.76494	11.9688	11.397	9.41307	7.92434	7.31754	8.01173	7.29398	6.25139	4.44822	3.50843	2.84898	1.75239	3.21621	4.08798	4.3161	6.35975	6.55504	7.452	6.36961	7.08279	0.289502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.cb518c97-2905-470f-ae3d-4e16b45f68a4.fc.signal	1.3956	1.93913	1.18095	1.23488	2.20816	1.28993	1.18558	0.31186	0.385897	0.753819	0.81107	0.664525	0.659274	0.928086	1.25572	1.39372	1.88499	2.16379	1.42453	1.58997	1.38239	1.8514	1.9258	2.1923	1.50574	2.05768	1.00082	0.353611	0.345073	0.182848	0.842019	1.4089	1.16505	0.436604	0.0205563	0.169908	0.343225	0.487845	0.786698	0.315345	0.66721	0.669797	0.555821	0.662995	0.989097	0.569903	0.393958	0.26817
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001966.2.b1abd689-f97d-4cbd-88da-9a4dcf233100.fc.signal	8.67738	7.17185	5.0768	4.28568	4.72884	2.94961	2.91915	4.38467	6.74114	3.69978	2.39459	2.04804	3.46495	4.76026	5.57166	6.69523	5.70861	6.58864	7.80402	8.34123	9.18658	11.4883	7.89312	7.25252	8.52047	7.31558	7.07223	10.3663	12.9112	11.0079	9.49038	8.07333	8.98586	9.26037	10.167	9.36486	4.73915	3.57722	4.18628	3.84914	3.93183	5.11407	5.32278	5.76464	7.21111	9.32669	6.66619	0.0378757
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.9c87582b-a516-48aa-abd1-be5f17779ae6.fc.signal	3.78389	1.9878	2.16223	1.47917	2.06711	0.497606	0.0168052	0.424026	1.43486	0.940551	0.603378	0.631586	1.06911	0.497393	3.01049	2.08913	2.57659	2.47373	4.4619	3.2962	3.1908	4.12156	3.91685	5.32186	3.22648	6.52916	9.2465	8.35447	9.37838	10.268	8.38145	9.96897	4.06145	3.86794	6.3437	5.9682	3.01536	3.01894	1.97419	1.45413	3.94164	6.69078	5.97021	5.64919	6.57849	8.98123	10.6167	0.902813
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.40074ae6-828f-47d9-a397-b67f6a5032c3.fc.signal	6.60625	3.58558	3.32507	2.14484	3.03401	1.64661	1.94169	4.21643	4.15177	5.42304	3.74419	3.04213	4.40641	5.87816	5.03083	7.03702	9.53154	7.67332	5.20682	6.0799	6.27009	6.65104	5.51764	3.32886	3.94461	3.34648	5.48205	7.70834	8.45866	5.56179	9.05786	7.99466	3.54172	5.60149	5.62752	3.73109	2.48304	2.8965	2.7113	2.66901	3.75909	4.33398	6.3496	8.6896	7.40703	9.93955	8.937	0.635659
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.c68590a6-9876-4cd2-855d-2656b11afb6b.fc.signal	4.39512	3.38194	4.82553	2.6087	3.15371	2.46935	0.410443	0.350526	0.474176	1.00295	2.32161	2.68537	3.08474	3.84218	4.05085	3.55721	4.46394	5.76821	7.33116	7.50622	6.08097	6.88198	5.63283	4.63983	3.81521	6.00316	7.74241	10.9872	11.8538	13.4051	14.8875	10.5602	11.2741	10.0887	11.2843	10.207	7.56346	7.12983	3.25176	3.68388	7.98586	9.51833	4.73389	5.96192	6.63623	9.81447	8.90592	0.55571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003817.1.366ce028-dbb5-4000-adeb-5cae508bdd78.fc.signal	7.78982	5.18827	4.53942	4.67019	4.94621	4.84854	5.03089	5.24752	6.1057	5.54321	4.82455	4.68677	7.22462	8.52292	8.19129	9.3293	11.1762	12.8093	14.561	12.6368	11.036	9.9133	9.50484	9.80357	11.6982	15.5092	16.3029	16.7957	16.3433	12.3875	15.809	13.0491	10.3413	8.28598	6.96206	6.5213	4.09863	3.41107	2.78158	2.33006	3.1466	5.09538	8.37512	7.17333	8.67285	13.662	16.5307	0.242515
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000310.2.29f6d38a-825f-4ad8-976d-157ac6be37a9.fc.signal	6.83443	7.31778	5.21043	7.09477	4.04015	3.4888	3.50962	5.23434	1.33051	0.858863	1.58274	1.43508	3.37449	4.32715	4.11273	2.57444	4.6499	5.84438	10.4987	10.9384	7.99117	12.2331	9.69357	7.88742	2.81687	5.53638	8.25707	11.2453	12.1797	8.3481	13.6975	13.0822	15.2111	13.2876	13.7609	5.45867	2.53015	3.39478	5.17759	4.517	4.78394	9.56607	8.11204	9.3595	13.6571	9.37182	10.0341	0.442244
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000886.3.00df76ae-06c7-44d1-b4a7-25f512065fed.fc.signal	0.617464	0.568599	0.519103	0.247375	0.228961	0.580258	0.508677	1.15576	0.576483	0.226407	0.353288	0.583277	0.241593	1.05446	1.7486	0.493367	1.38181	0.871389	1.75456	1.17474	0.297665	1.1401	0.749624	0.431755	0.58836	0.452219	1.05534	1.19452	0.856929	2.48089	1.50645	1.13301	2.03407	1.88752	0.979302	1.77231	1.66581	2.02229	1.43537	0.612465	0.877064	0.704333	2.16645	0.809607	0.323328	0.627107	1.87854	0.508197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000231.3.78266b2b-9a41-44a4-9745-bcbbd01d3076.fc.signal	2.77276	2.83157	2.0625	0.339083	0.0235803	0.0533335	1.29808	3.77137	3.18923	3.11822	1.43995	0.402019	1.73164	2.68666	3.82152	4.93706	4.67183	5.08497	5.10948	4.71435	5.28442	5.33643	4.30823	4.56345	4.35099	4.53557	4.8421	4.23677	4.69286	4.29865	4.12189	4.89022	4.93525	4.32723	2.8533	1.8117	1.52691	1.41848	1.59424	1.42054	1.81648	2.53447	3.26183	4.40641	5.36718	6.31744	6.12976	0.22608
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003805.1.ccbe8dde-21a1-4c48-aea0-327b504722f2.fc.signal	2.87661	2.39852	1.98322	1.66144	1.39558	2.03588	1.56793	0.723396	1.5255	1.4738	0.592171	0.824199	1.90095	2.62387	3.89523	4.70352	5.57275	7.35751	6.66966	4.72509	5.59888	5.6754	4.40016	4.6679	6.31239	8.26159	8.65939	9.14309	8.84835	6.95859	6.2334	6.80154	7.30239	5.42501	5.65391	5.21638	3.1409	2.00373	2.14124	2.00729	2.62514	2.38283	3.61134	5.00793	6.72119	8.01482	7.66491	0.517182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000728.1.2c941d97-c858-4987-b87f-33dddbc34e2b.fc.signal	1.20125	1.18797	1.49644	0.350213	0.900771	0.597009	0.652864	0.467344	1.0563	1.30615	0.907427	0.952044	0.925086	1.06917	1.12714	0.806108	1.08764	1.48945	2.00648	3.16231	2.28922	4.08781	2.11151	2.36785	3.95102	4.33482	4.0624	2.04278	2.36669	1.28176	1.55657	2.62307	3.59421	1.47477	3.52308	2.96854	0.474885	0.675156	2.4331	1.27017	1.6544	2.76775	2.86852	3.21645	1.69052	3.24483	2.8783	0.583838
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.91059aa1-cc7c-4c6a-8c0d-23bf4bfa5cae.fc.signal	3.87743	3.13562	0.807892	0.268148	0.0329747	0.139014	0.66184	2.69335	3.94543	3.85823	0.895371	0.393992	2.06827	3.41911	5.58596	4.58279	3.82587	5.27191	6.38506	6.51552	6.22445	5.7772	4.27714	5.24189	2.97548	3.56444	5.64827	4.48736	4.19817	3.20065	2.3602	2.89744	2.92074	2.95645	2.78155	2.63663	2.76196	2.87945	1.67036	0.589139	2.07783	3.2509	4.27369	3.84564	3.9583	4.90921	5.65358	0.188119
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.15fff734-a78a-4288-8d11-37559fec46b7.fc.signal	5.30711	3.6431	3.66952	3.79053	3.95349	3.58789	3.60877	3.85021	6.06606	5.14056	2.93959	3.32589	4.07009	5.83998	8.85713	8.24962	7.75145	6.29005	6.74414	6.39372	4.95915	6.36209	8.78727	6.21355	4.64025	7.29803	7.59967	8.81348	8.592	6.80358	7.96026	7.26146	5.10918	3.7155	4.45205	3.63043	2.57457	1.71641	1.95928	1.8822	2.36975	3.02758	3.34609	4.47313	6.50874	5.92757	4.29092	0.117409
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.ad2e7f02-8a5b-4f8f-8fa0-495c5d602f92.fc.signal	1.05614	1.32154	1.63822	2.37543	1.60087	1.16846	0.820291	1.78913	1.40704	1.21828	1.33241	1.44641	1.76027	2.29534	1.26425	1.57756	1.26577	1.93222	1.57914	1.75373	1.23424	1.14628	0.973545	1.10227	1.13873	1.90024	1.45239	1.5348	1.33577	0.483025	0.734572	1.32673	0.761601	0.744499	0.721381	1.02351	1.32945	1.25195	0.788346	1.00036	1.0929	1.2646	1.72082	1.51902	0.970853	1.00718	1.35776	0.0437247
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.00bffcc7-6bdd-4dff-a3af-f0bc3467ff95.fc.signal	2.48897	2.5694	3.85217	3.25463	3.85259	3.92731	3.75366	4.66264	4.51512	4.14844	4.10183	3.99839	4.53633	3.05473	2.72587	2.64863	2.65584	1.69184	1.11093	1.40981	2.21773	1.92225	1.94647	3.23825	3.13008	3.03195	2.18441	1.93041	1.70995	1.42222	1.60061	2.05451	1.86607	1.53109	0.892962	1.04599	1.17567	2.10717	1.45876	0.908648	1.64342	1.68879	1.67443	1.71679	1.58909	1.72373	2.01291	0.163399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000048.3.a2079e84-2427-4d94-b528-ea4d0be6a729.fc.signal	8.09193	1.11068	2.2418	6.71768	7.1501	2.38394	3.69166	0.65695	1.35206	2.09269	1.98648	4.04065	5.11898	4.82753	5.65935	4.55444	2.38272	4.65087	11.7488	7.07491	4.59686	6.19355	5.43314	8.61617	2.97822	5.53506	11.7583	8.02647	6.30234	8.50176	15.3774	13.9146	10.9064	11.5058	9.30493	5.29	3.54866	0.284847	1.46222	0.689985	2.76617	4.45797	3.29154	3.84857	6.1016	8.4455	12.4563	0.730769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.5bc96241-954a-4559-a55b-8ed7178f6f2d.fc.signal	3.52025	4.21746	4.59249	2.96778	2.51436	2.72032	3.09425	3.94135	3.58107	2.85557	2.08008	2.05345	3.44517	4.16219	6.15929	5.26375	5.33982	4.80431	5.04355	5.23812	6.54423	6.2099	6.048	5.42512	4.35206	5.82202	3.99914	5.87444	5.75266	4.9698	3.10317	4.9704	4.69032	5.26614	6.18507	4.58436	4.05965	3.44303	2.8173	1.30969	1.84177	2.33406	2.82798	2.66106	3.53581	4.18831	4.35189	0.35044
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.f53f759d-3946-4452-bfdb-d2f97d37ca2c.fc.signal	5.89757	4.57219	3.47064	1.68249	2.36342	3.35279	3.6123	4.3937	4.61108	5.92455	4.46925	4.25638	3.42857	5.15332	5.4466	5.8802	6.52701	8.47036	8.24136	5.89663	5.21001	6.63566	6.33712	5.6321	6.48572	7.05029	8.66188	8.95093	9.22624	8.01724	6.65672	5.96866	5.6158	6.01239	4.74386	3.96484	2.72522	2.11119	1.72654	1.59405	2.91903	4.28358	5.42955	7.52836	8.49782	8.57773	7.16989	0.241715
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001025.7.262bd7c5-c486-496a-a8c6-308bf4207448.fc.signal	3.72252	5.56268	2.86052	2.22639	0.107379	0.0361631	1.8546	4.29914	2.4505	2.02846	1.386	0.366477	2.04813	5.89687	2.70041	2.66941	3.00944	4.81197	5.89685	5.33819	5.11117	4.10432	3.66802	2.94052	3.91055	4.16242	5.95964	5.78617	5.95448	4.20213	5.49986	3.81005	4.55144	3.66021	2.62319	2.37388	1.39421	1.27387	1.89604	1.73854	2.78305	4.49245	4.26645	4.53033	7.64915	7.35073	8.61359	0.353896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.fc6fd65f-c644-42f3-9ab2-6582bf7f6378.fc.signal	1.59015	0.998386	0.782959	0.98764	0.704697	0.203357	0.485258	0.814558	0.741772	1.29421	0.474657	0.642461	0.918187	1.44727	1.96593	1.30824	1.92285	2.07423	2.08064	1.42991	1.09182	1.51749	0.919673	0.665935	0.952119	1.09534	1.13253	1.44499	1.22357	1.41509	1.66353	1.96694	1.68313	0.873502	0.748521	0.537785	0.158957	0.654103	0.746737	0.906336	0.863396	1.3869	0.889003	1.01364	1.18409	0.897393	1.36735	0.24867
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001918.1.fbe063d6-2cc4-4e86-b2d8-a5dbab869596.fc.signal	4.15815	3.18573	1.61935	3.77451	0.628794	0.386351	0.185515	1.56326	1.58474	1.47839	3.1594	0.341164	1.27112	2.0305	3.39358	6.89291	5.87725	6.60434	7.59263	5.2149	3.79175	5.78322	6.12512	8.63441	5.36935	9.62609	4.67369	11.5568	11.3935	8.9993	5.7035	4.7155	5.63017	3.80528	4.11852	3.22471	2.25626	2.36413	0.882038	1.94465	5.82501	2.62354	4.60716	4.37067	9.23038	9.13104	5.99122	0.780282
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000076.3.88d4e25a-4771-4072-b3cc-b277e370570a.fc.signal	1.98436	2.40334	1.68443	1.2502	1.56369	0.697623	1.55541	2.16601	1.1772	2.11131	1.69923	1.48573	5.22468	1.68872	0.684064	1.554	3.89227	3.76528	6.49052	6.14827	4.25389	8.14698	6.88286	10.0072	6.50146	6.55694	4.77619	9.45573	10.9375	7.36642	5.96715	4.04256	3.16693	2.5138	4.46053	4.76208	4.53968	2.49221	0.449732	0.168363	1.06525	1.45803	3.94639	3.06879	10.1557	13.1641	8.97666	0.697143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000332.2.c9c514ac-1a99-4191-b0b0-7e14f38ebc7a.fc.signal	10.7121	6.54825	9.20978	10.8657	6.19391	4.92663	3.87609	5.88062	6.37532	7.49306	6.27271	4.3084	6.24178	13.9448	15.416	13.2297	15.7803	16.787	22.8917	21.8788	22.9557	25.5806	21.6858	17.0668	17.0308	19.5934	25.262	27.2688	25.2813	27.2063	28.683	29.378	23.8853	18.45	20.2447	16.3179	11.2245	5.90165	6.25858	6.23459	7.51873	8.39776	9.08371	9.6577	11.6335	19.7598	25.3521	0.664587
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001907.1.9f5e6354-a818-4c74-a982-f5d683781afe.fc.signal	7.56167	7.13756	4.53288	3.64127	2.79337	2.94305	2.58939	4.84968	4.44781	3.84067	2.51843	2.1324	4.54989	7.2399	6.28405	7.0125	9.46039	7.64867	10.8624	8.86626	7.25884	8.68024	7.62678	5.36261	7.19341	10.7393	12.9151	12.2196	13.7249	10.9661	12.243	11.9747	9.64657	8.28978	10.7985	7.71194	4.09705	4.49212	2.48725	1.68014	4.88987	7.14938	6.78248	7.15063	9.33635	9.44152	11.32	0.201856
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000303.2.0092e1bc-1a95-46f7-a164-5f4453e07465.fc.signal	5.48078	3.9078	3.5408	3.41642	2.56351	2.11689	2.4085	2.54079	3.58773	3.56755	3.38474	2.57752	3.8897	5.92938	5.43348	5.30909	6.85313	6.43686	4.95416	6.68549	8.24725	5.1243	2.95996	4.41995	7.55199	9.41011	11.8391	15.3827	18.2817	13.5804	12.3344	11.5881	7.38182	4.71721	3.40282	3.26645	2.43304	3.28751	1.54253	1.55541	2.95087	3.82223	4.18011	4.92147	5.72623	5.5538	8.8138	0.149057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.29ce8c5d-9504-4651-b3bc-ff7eb9a8a6d8.fc.signal	9.22099	4.80163	7.64552	7.86548	5.24598	3.39754	3.21294	4.14427	3.4219	4.06266	4.21294	4.94937	7.20362	9.40531	14.7182	13.0815	10.8464	11.947	21.3029	16.231	17.2694	18.2847	14.3441	11.7013	13.1675	15.31	12.2861	15.1271	33.6114	26.2822	21.3446	21.3458	14.9888	22.6299	23.1622	14.4969	10.2611	12.4792	6.6397	6.96614	7.15518	7.14515	5.72057	7.36043	18.2027	15.3465	8.52964	0.676703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000084.3.05fcdabc-d11f-4f6c-af26-2868c8125e10.fc.signal	4.46055	2.03691	3.75793	3.08729	0.769677	1.76305	1.32978	1.77472	3.10595	5.58617	3.11431	5.14962	4.75272	6.32127	5.4333	7.74595	7.33308	8.05927	3.5161	9.32978	11.6941	10.1821	8.66251	8.86216	10.7428	12.8379	18.494	12.8505	11.2577	6.49398	5.61481	8.92823	6.08866	6.44117	8.42788	7.34591	4.26545	2.77602	4.33945	3.63623	7.02513	7.50484	6.01918	7.02051	9.15452	11.6145	11.8845	0.25
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.eabfbabf-0398-4a54-beef-06d14e082ca4.fc.signal	10.5812	10.8047	2.229	0	0	0	0.624647	4.45969	3.26615	3.09534	0.886543	0.0533185	4.57425	12.3053	7.12495	7.41831	8.2339	14.2139	11.4057	7.43057	10.7147	12.9038	13.7595	14.2035	11.1109	11.6603	15.344	18.5016	15.3172	13.2435	12.0425	11.028	9.53597	6.81906	7.06463	5.19714	4.94713	5.7957	4.75453	2.98472	7.77639	8.38761	7.44201	7.59776	10.3014	15.5806	16.3503	0.556309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001447.1.2d82798a-f83d-476e-85d2-c494f324979a.fc.signal	15.1562	10.3021	8.66686	4.54901	3.77114	3.50109	2.92779	4.17541	7.12086	9.35756	4.10912	2.83574	6.0257	9.10291	13.8858	16.1155	15.0667	15.1688	13.1639	14.9693	14.6586	23.3083	20.6512	18.1855	15.7214	20.4624	18.3907	23.0852	26.8909	20.4591	14.9011	21.4615	16.0868	15.6636	11.193	9.74918	7.63892	6.18258	5.33742	6.84025	6.79949	6.21791	10.7998	12.0037	15.9062	18.382	17.9458	0.75475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000016.3.1c0d18ed-c4d2-41ac-9e17-5a303f7f990f.fc.signal	3.41435	3.63814	2.97274	2.9551	2.99174	1.51963	2.71031	3.22629	3.65764	4.55885	2.14361	1.91931	3.67682	3.5088	2.91773	2.48887	3.24908	7.23092	9.29882	12.1405	8.83326	7.74157	5.71985	3.25196	7.70041	4.89583	9.566	9.97364	10.3008	10.6349	11.7206	9.38744	7.07868	9.17541	5.03043	5.12664	5.81015	3.93133	2.65443	4.53242	2.23607	3.46597	3.68309	6.46952	8.32787	12.947	8.01963	0.249211
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.fc8c8322-ec2a-42ca-96d8-185645c9908f.fc.signal	1.21618	2.20283	3.15696	3.61239	4.54223	2.30073	2.86333	4.05661	2.63459	2.55367	2.824	2.81695	2.29391	1.80564	3.00798	2.99249	2.73096	3.1198	3.71842	2.09336	2.67498	2.87218	1.98391	2.55984	3.61149	3.64436	1.76703	2.34411	1.8286	0.896647	1.419	2.04545	1.83784	1.51381	0.868937	0.841195	2.19164	4.00017	1.77038	0.312594	0.793162	1.34861	1.57364	1.86813	1.83679	2.08279	2.19675	0.212282
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.f92b9e80-4bf7-4519-837e-1a5c78d2d2b2.fc.signal	10.4837	6.79254	2.87388	1.72183	2.25333	0.574666	1.96361	3.74936	2.97706	3.70049	1.00475	0.557462	1.81844	2.51179	6.06589	7.35093	14.0339	9.38925	18.9261	12.6813	12.6057	10.3507	6.75026	9.98221	10.1851	16.2252	14.4748	11.0719	12.9827	14.3718	17.4648	15.0362	10.218	17.5051	12.944	9.14164	2.1684	7.24312	4.34117	5.84205	5.85992	4.66684	5.71793	6.0165	10.7847	12.1805	14.9729	0.553557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004616.1.5fc2101e-b79e-4aed-9fe2-994fb8efbe2d.fc.signal	0.899615	0.526006	1.0457	0.865636	0.713382	0.888427	1.10286	0.979345	0.739447	0.474142	1.19834	1.24657	0.843276	0.883175	0.62708	0.549324	0.442802	0.696224	0.596161	0.537417	0.239861	0.428233	0.480044	1.0837	0.665074	0.436975	0.34086	0.118998	0.220643	0.464078	0.783536	0.72801	0.589583	1.01762	0.900938	0.684799	0.365667	0.297931	0.537746	0.667524	0.883417	1.02956	0.551702	0.471498	0.890218	1.08119	0.68192	0.246403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.a69914d6-c947-4064-9120-21fa14734e92.fc.signal	7.20258	5.77789	3.61027	3.70003	3.26055	2.73461	2.4474	4.26142	5.19507	5.50508	3.58529	2.21179	3.1593	5.18442	5.26883	6.4702	6.60833	5.2069	5.26412	5.11213	5.21614	8.62838	7.1605	5.70006	6.08638	7.22494	9.14238	6.99238	5.59118	5.83328	6.81851	6.40694	6.60301	5.08182	6.73047	5.64402	3.88472	2.78019	2.43414	2.4266	4.96729	4.60939	4.07304	6.4416	9.41807	9.21918	7.39444	0.216418
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000309.2.693ad392-d054-4c78-9766-792a524f6764.fc.signal	7.91496	6.24736	7.00605	2.91117	1.83105	1.39276	1.81984	7.36793	6.45338	4.70865	2.20895	4.70418	6.72872	6.27537	7.05642	12.8066	13.7762	18.3996	21.2635	21.1513	19.7597	17.0979	16.3393	16.1283	11.9851	13.0355	16.0295	23.3075	19.9196	18.6784	17.9821	22.6505	19.0146	17.2146	15.9936	13.755	8.2229	8.94617	6.024	4.55616	11.7876	14.1307	15.7288	11.6484	16.6086	19.1358	22.0004	0.466236
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.31304b6b-0e3c-47a2-858e-e0febf9013fe.fc.signal	7.16915	3.03469	2.60113	1.64379	1.35013	0	0.570464	5.27079	4.06093	1.66927	1.5661	0.0118589	2.8112	6.32921	3.36569	4.37104	4.69236	5.78159	9.96268	9.53168	4.91092	7.62043	3.90765	5.76705	6.74752	6.00893	6.10568	5.41217	5.29637	2.98473	3.67545	4.18646	7.74084	4.55186	6.43688	6.75011	1.21568	3.22751	2.22449	1.01608	2.49301	3.03717	2.81168	6.26178	8.68046	3.86332	4.76671	0.0568182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000866.3.8ab33063-999a-4988-84dd-a334b327781d.fc.signal	4.5802	3.82376	5.14546	4.25981	2.28419	4.17424	5.7699	1.60022	3.17606	2.39941	3.14643	1.83148	0.820178	2.82848	3.96969	6.68786	4.55094	3.6577	2.64038	1.37934	4.89067	6.76493	6.57505	5.79874	6.60132	7.37575	5.19078	3.18394	4.12297	3.36511	4.55589	4.76125	3.70337	3.41543	4.82103	4.42751	2.84385	3.21408	2.05529	0.919473	3.17644	3.13408	1.18137	2.22878	4.20198	3.5482	3.76297	0.397834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001021.4.b0114014-a1df-4014-b792-073b6721f8fd.fc.signal	6.54815	7.98236	5.87041	4.76664	1.18044	0.142643	2.76389	6.02655	5.88202	5.97392	1.62217	0.286772	2.73857	6.61069	3.75569	2.69875	6.4516	8.67023	8.08143	7.49652	6.32879	6.93741	4.69323	5.85782	8.25321	10.6742	9.97055	11.2869	11.4575	11.0791	7.61468	6.65564	6.2648	5.01398	5.35649	4.13096	1.77684	2.32938	3.91747	3.65553	3.71305	3.76851	4.10234	4.4326	6.25119	7.77536	7.35936	0.506224
